moviedialog_id	moviedialog_desc	moviedialog_prof0_trans_id	moviedialog_prof1_trans_id	moviedialog_prof2_trans_id	moviedialog_endscript	moviedialog_stage0_movieid	moviedialog_stage0_subtitle	moviedialog_stage0_npc_tmpid	moviedialog_stage0_action_idx	moviedialog_stage1_movieid	moviedialog_stage1_subtitle	moviedialog_stage1_npc_tmpid	moviedialog_stage1_action_idx	moviedialog_stage2_movieid	moviedialog_stage2_subtitle	moviedialog_stage2_npc_tmpid	moviedialog_stage2_action_idx	moviedialog_stage3_movieid	moviedialog_stage3_subtitle	moviedialog_stage3_npc_tmpid	moviedialog_stage3_action_idx	moviedialog_stage4_movieid	moviedialog_stage4_subtitle	moviedialog_stage4_npc_tmpid	moviedialog_stage4_action_idx	moviedialog_stage5_movieid	moviedialog_stage5_subtitle	moviedialog_stage5_npc_tmpid	moviedialog_stage5_action_idx	moviedialog_stage6_movieid	moviedialog_stage6_subtitle	moviedialog_stage6_npc_tmpid	moviedialog_stage6_action_idx	moviedialog_stage7_movieid	moviedialog_stage7_subtitle	moviedialog_stage7_npc_tmpid	moviedialog_stage7_action_idx	moviedialog_stage8_movieid	moviedialog_stage8_subtitle	moviedialog_stage8_npc_tmpid	moviedialog_stage8_action_idx	moviedialog_stage9_movieid	moviedialog_stage9_subtitle	moviedialog_stage9_npc_tmpid	moviedialog_stage9_action_idx	moviedialog_stage10_movieid	moviedialog_stage10_subtitle	moviedialog_stage10_npc_tmpid	moviedialog_stage10_action_idx	moviedialog_stage11_movieid	moviedialog_stage11_subtitle	moviedialog_stage11_npc_tmpid	moviedialog_stage11_action_idx	moviedialog_stage12_movieid	moviedialog_stage12_subtitle	moviedialog_stage12_npc_tmpid	moviedialog_stage12_action_idx	moviedialog_stage13_movieid	moviedialog_stage13_subtitle	moviedialog_stage13_npc_tmpid	moviedialog_stage13_action_idx	moviedialog_stage14_movieid	moviedialog_stage14_subtitle	moviedialog_stage14_npc_tmpid	moviedialog_stage14_action_idx
275	67级 第3个对话 接	0	0	0		0	你这是什么意思？	0	-1	0	我需要躲起来么？你特意通知我，这是对我的侮辱！	1012	80	0	我怎么可能因为这个就给你预言石碎片？	1012	-1	0	不过，看你跑了两趟，惩罚的也差不多了，我就不耍你了！哈哈哈！	1012	75	0	你这样太过分了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
276	67级 第4个对话 交	0	0	0		0	公爵、公爵夫人，我要离开索诺了，来这里和你们道别	0	-1	0	感谢你，因为你帮我找到雪莲花，我身体也已经康复了	1013	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
277	68级 第1个对话 接	0	0	0		0	唉…虽然没有找到预言石碎片，可我只为一个骑士的没落而心痛…	0	-1	0	我们走吧…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
278	68级 第2个对话 交	0	0	0		0	你为什么要救我？我之前狠狠的耍过你…甚至那次打赌，我都作弊了…	1012	-1	0	我知道的，我根本没见到你去打猎，又怎么会又刚好比我多一块晶核呢？	0	-1	0	那这是为什么？	1012	-1	0	其实我只是为你感到可惜，你背弃了骑士精神…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
279	68级 第3个对话 接	0	0	0		0	伊利斯导师一直都说，骑士的使命是守护，而不是争夺，这也是你一直嗤之以鼻的信念…	0	80	0	可我对此却坚信不疑…力量用来守护别人的幸福，才能收获更多的幸福…	0	-1	0	（剧痛）唔…	0	-1	0	你的伤口又裂开了么？刚刚你昏迷的时候米恩给了你治疗药水…他说这是你应得的…	1012	-1	404		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
280	68级 第4个对话 交	0	0	0		0	药水真是太神奇了！为什么米恩会说，这是你应得的呢？	1012	75	0	因为我帮他找齐了治疗药水的材料…	0	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
281	69级 第1个对话 接	0	0	0		0	这就是你说的，守护别人的幸福，自己也会收获幸福么？	1012	-1	0	我好像明白了…	1012	80	0	如果你还肯信我…预言石碎片在冰封领域，这个就算我之前打赌输了的惩罚…	1012	80	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
282	69级 第2个对话 交	0	0	0		0	谢谢你，我找到预言石碎片了	0	-1	0	其实，说谢谢的应该是我…	1012	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
283	70级 第1个对话 接	0	0	0		0	我会继续留在这里，守护这里居民的幸福…	1012	80	0	帮我转告伊利斯，他收了一个好学生！	1012	75	0	谢谢你！我接到了欧若拉法师的魔法讯息，要我立刻前往沙漠，很可能和魔王有关，我就在这儿和你道别了，寒冰骑士	0	80	0	再见！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
284	70级 第2个对话 交	0	0	0		0	欧若拉，我接到你的魔法讯息，要我立刻来沙漠是有什么紧急的事情么？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
285	废	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
286	废	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
287	70级 第3个对话 接	0	0	0		0	兽人突然躁动不安，而且无法沟通，好像被什么操控了一样…	1377	-1	0	的确，我在路上也遇到大批兽人的突袭	0	-1	0	这很可能和黑暗教会有关，兽人现在已经投靠了黑暗教会	1377	-1	0	而黑暗教会有一种巫术可以短时间内对人的力量的强化，但是会让接受这种巫术的人迷失本心而成为只知道杀戮的工具…	1377	-1	0	黑暗教会突然施展这种巫术控制城镇外围的兽人，难道是要把这里封闭？这么做有什么目的呢？	0	-1	0	施展这种巫术的人一定就在这批兽潮的深处，<PL=N>你快去看看吧，一定要小心！	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
288	70级 第4个对话 交	0	0	0		0	我没有找到施展巫术的人，但是城外的兽人似乎比之前我来沙漠时更加可怕了！	0	-1	0	能一次催动这么多兽人来封闭萨迪小镇…	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
289	71级 第1个对话 接	0	0	0		0	不知道城镇的居民有没有受到影响…不仅是城外变得不安全，这么大面积的巫术施放，很可能也会让城镇居民变得更加暴躁！	1377	-1	0	我这就去问问我的老朋友费尔卡！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
290	71级 第2个对话 交	0	0	0		0	费尔卡，好久不见！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
291	71级 第3个对话 接	0	0	0		0	怎么了？	0	-1	0	往返沙漠的商人已经很久没来了，沙漠的物资现在非常缺乏，大家都人心惶惶…有人出城想找些食物，可是再也没回来过…	1376	-1	0	大家互相埋怨，已经发生了很多群殴事件了…唉！	1376	-1	0	他们可能是被困在沙漠的兽潮中了，你知道他们是去了哪里吗？	0	-1	0	听说他们是去了珈蓝古城…	1376	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
292	71级 第4个对话 交	0	0	0		0	冒险者，真是太感谢你了！	1376	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
293	72级 第1个对话 接	0	0	0		0	没什么，这是我应该做的，只是最近城外很不安宁，还是劝大家尽量不要出城了	0	-1	0	唉，闹了这一次以后还有谁敢随便出城呦！	1376	-1	0	对了，那个女法师好像有事找你…	1376	-1	0	她可真漂亮，但是可真凶，我就夸了她几句，就被她用风咒吹上天，现在还想吐…<C=54>	1376	-1	0	<C=48>	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
294	72级 第2个对话 交	0	0	0		0	欧若拉，你怎么可以随便对平民使用魔法呢！	0	-1	0	<C=57>他下次再到处乱看乱讲话，就不只是当一次陀螺那么简单了！	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
295	72级 第3个对话 接	0	0	0		0	预言石现在有反应，这附近一定有预言石碎片！	1377	-1	0	在哪？！	0	-1	508		0	-1	0	我这就跟去看看！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
296	72级 第4个对话 交	0	0	0		0	奇怪，我跟着预言石到了荒漠遗迹，可是突然没了反应…	0	-1	0	也许是携带预言石碎片的人用了什么方法把能量反应屏蔽掉了…	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
297	73级 第1个对话 接	0	0	0		0	他在兽潮的时候来到这里，一定不是路过这么简单，这两者之间也许有什么关联…不管怎么样，我们都不能掉以轻心！	1377	-1	0	我再试试看能不能看到预言石的下落…	1377	-1	509		0	-1	0	看来预言石肯定和那把剑有关	1377	-1	0	那我这就去找铁匠！	0	-1	0	慢着，你这样冲过去找铁匠，他一定不肯说的，我听说铁匠很听他老婆的话，你可以带些礼物跟他老婆打听一下…	1377	-1	0	礼物？<C=49>	0	-1	0	<C=73>去沙漠找些漂亮的石头，我为你做成项链，女人一定喜欢~	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
298	73级 第2个对话 交	0	0	0		0	找这些石头的时间都够我往返一趟王城了…还不如直接去王城买好了…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
299	74级 第1个对话 接	0	0	0		0	把石头给我看看吧！	1377	-1	0	<C=63><C=63><C=63>	0	-1	0	好了，拿去给南希吧！	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
300	74级 第2个对话 交	0	0	0		0	南希，你好，我是从远方来到小镇的冒险者，慕名前来拜访你~	0	-1	0	慕名？	1378	-1	0	是的，我有一串非常美丽的项链，可是一直找不到能与之相配的人来戴它，听说萨迪小镇铁匠的妻子南希非常迷人，我是特地过来拜访的…	0	-1	0	这串项链，果然只有你能佩戴啊，你们的美互相印衬，连天边的晚霞都为之失色…	0	-1	0	<C=72>哦呵呵呵，你这么说我真不好意思，这项链我就收下了~	1378	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
301	74级 第3个对话 接	0	0	0		0	<C=76> 是这样，我想知道最近你丈夫是不是遇到什么不平常的事情？	0	-1	0	你说汉斯么？不平常的事情…我想想…的确有，但是怎么问都不肯告诉我，我为这个还和他吵了一架…	1378	-1	0	你可以直接去找他问问，他这个人啊没别的嗜好，就是喜欢喝点酒，最近的游走商人都不来了，城内没有酒喝，连脾气都变得暴躁了…	1378	-1	0	我记得暮光之城那边有血族藏起来的好酒，你可以去那找找看哟~ <C=72>	1378	-1	0	…好吧！<C=35>	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
302	74级 第4个对话 交	0	0	0		0	<C=67>这是红酒的味道！	1379	-1	0	我这里有一瓶，是从血族手里拿到的，他们非常擅长酿酒啊！	0	-1	0	能不能请你把这个酒卖给我呢？多少钱我都愿意的！	1379	-1	0	如果你愿意回答我一个问题，我可以把酒送给你	0	-1	0	快问吧！	1379	-1	0	前两天有人找你，并且给了你一把剑，是么？	0	-1	0	这…我答应过他绝对不说出去的！	1379	-1	0	那，这酒我就自己喝了…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
303	75级 第1个对话 接	0	0	0		0	有个神父打扮的人，要我把这个剑分解。但是他从不用手去触碰，而是一直用魔法让这把剑悬浮着…	1379	-1	0	我还以为有什么问题，开始的时候还不敢碰，他跟我保证了我才拿起来看了看，就是很正常的剑啊！	1379	-1	0	最近我都在尝试各种方法拆分这把剑，可是一直没办法…	1379	-1	0	我能看看么？	0	-1	0	可以…但是你一定不可以说出去，不然我的信誉就没了！	1379	-1	0	我保证！	0	-1	510		0	-1	0	果然！这把剑借我用下！我帮你想办法拆分！	0	-1	0	这…好吧！但是一定要保密！	1379	-1	0	还有，酒留下~<C=47>	1379	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
304	75级 第2个对话 交	0	0	0		0	欧若拉，我拿到这把剑了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
305	75级 第3个对话 接	0	0	0		0	大光明咒？	0	-1	0	这把剑加持了大光明咒后使用黑暗力量的人就不能碰触…这么做是为了提防黑暗教会的人！	1377	-1	0	那个神父模样的人不敢碰它，一定是黑暗教会的人假扮的！刚刚这把剑和我的预言石强烈共鸣了…	0	-1	0	看来预言石就在这把武器中，必须先解除大光明咒才行…你去永恒戈壁找几个熔铸之石，我来想办法拆分	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
306	75级 第4个对话 交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
307	76级 第1个对话 接	0	0	0		511		0	-1	0	这是烈焰骑士的预言石…预言石与他的骑士剑都不在身边…恐怕他已经…	1377	-1	0	剑就是骑士的生命…	0	-1	0	这把剑还是放在风蚀谷底吧…那里是骤雨骑士安息的地方…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
308	76级 第2个对话 交	0	0	0		0	在我小时候，我的导师经常和烈焰骑士比试，战到酣畅时把竞技场弄得七零八落，事后被管理员数落的时候两个人 突然同时大笑起来…	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
309	77级 第1个对话 接	0	0	0		0	欧若拉，节哀…	0	-1	0	好啦，你去找铁匠吧，我给你准备了一把一模一样的剑，铁匠是看不出来的	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
310	77级 第2个对话 交	0	0	0		0	汉斯，这把剑我已经给你拆分好了，这块石头就是分离出来的东西	0	-1	0	太好了！<C=61>	1379	-1	0	你是怎么做到的？	1379	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
311	77级 第3个对话 接	0	0	0		0	怎么做到的你就不用管了~我送你酒还帮你拆分了武器，唯一的要求就是你交货的时候我要在旁边，怎么样？	0	-1	0	他说过不能告诉别人…	1379	-1	0	其实我还有一瓶酒…	0	-1	0	<C=51>没问题，只是你要藏好…	1379	-1	0	之前说好在无主之城交货，我还奇怪，干嘛一定要出城…有人陪着我也放心些…	1379	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
312	77级 第4个对话 交	0	0	0		0	没想到神父竟然是兽人假扮的！今天要不是你在我就死定了！难怪他一定要我一个人去城外交货…	1379	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
313	78级 第1个对话 接	0	0	0		0	这是给你的酒，不过还是想劝你一下，小酌怡情，贪杯误事，望珍重！	0	-1	0	…谢谢…这真是好酒啊！	1379	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
314	78级 第2个对话 交	0	0	0		0	欧若拉，那个人果然有问题，是黑暗教会的人假扮的	0	-1	0	可是我要照顾铁匠的安全，让他逃走了，有办法找到他么？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
315	78级 第3个对话 接	0	0	0		0	在古堡遗迹！快点行动还能追上他！	1377	-1	0	那我们赶紧出发！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
316	78级 第4个对话 交	0	0	0		0	你把黑暗使者巴哈困在魔法阵里，是有什么办法让他说出格尼薇儿的所在么？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
317	79级 第1个对话 接	0	0	0		0	怎么做？是不是又要我找什么东西？	0	-1	0	你现在变得很聪明了~<C=73>	1377	-1	0	习惯了…<C=48>	0	-1	0	荒漠遗迹的深处有一种神奇的植物，用这个可以让人说出真心话哦~	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
318	79级 第2个对话 交	0	0	0		0	欧若拉，东西我拿到了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
319	80级 第1个对话 接	0	0	0		518		0	-1	0	这就是黑暗教会对待背叛者的惩罚么…	1377	-1	0	格尼薇儿在泽州，我要立刻赶过去了一刻也不能耽误！欧若拉，能请你帮我给阿尔芭发一个魔法讯息么？告诉她这件事	0	-1	0	没问题，我相信我们还会再见面的~	1377	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
320	80级 第2个对话 交	0	0	0		0	阿尔芭，你已经到了！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
321	75+任务1接	0	0	0		0	我收到欧若拉的信息的时候正好在泽州附近，所以立刻赶来了	1651	-1	0	终于找到一些格尼薇儿的消息了！	0	-1	0	没错，不过格尼薇儿到底会在什么地方呢？	1651	-1	0	我去问问本地的居民吧，也许他们会有什么线索	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
322	75+任务1交	0	0	0		0	欢迎回到泽州~<PL=N>，大家都很想念你呢~	1652	-1	0	谢谢你，玛丽，我想跟你打听一件很重要的事情，最近有陌生人到泽州吗？我失踪的朋友极有可能被带到了泽州！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
323	75+任务2接	0	0	0		0	前几天倒是有一群奇怪的全身都笼罩在黑色斗篷下的人突然出现在了泽州，看上去鬼鬼祟祟的	1652	-1	0	他们似乎在找什么东西…每次从他们附近经过，都能感觉一种阴沉寒冷的气息，让人不安…	1652	-1	0	一定是黑暗教会！	0	-1	0	前天他们发生了几次争吵，我偶然听到好像“薇儿，封印”之类的话	1652	-1	0	当天晚上他们就行色匆匆地往瀑落海岸的地方去了，一直到现在也没回来	1652	-1	0	格尼薇儿？！	0	-1	0	好像是这个名字！	1652	-1	0	这条线索太重要了，谢谢你…我这就去瀑落海岸！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
324	75+任务2交	0	0	0		0	可恶，来晚了！让黑暗教会的人溜走了，现在什么线索也没有！	0	-1	0	泽州这么大，该去哪找她呢？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
325	75+任务3接	0	0	0		0	什么？	0	-1	0	既然格尼薇儿在泽州，我想魔王也有很大可能潜伏在这里…	1651	-1	0	如果你能够和以前一样看到魔王的世界，也许能发现更多的线索！	1651	-1	0	但放任自己的灵魂进入黑暗，也许会让你自己陷入更大的危机中！万一你的心灵被黑暗同化，那…	1651	-1	0	但这是找到格尼薇儿唯一的办法，我是不会放弃的。至于被黑暗侵蚀……阿尔芭，相信我！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
326	75+任务3交	0	0	0		0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
327	75+任务4接	0	0	0		0	我看到了！魔王怎么会在盯着杂货商琳达？	0	-1	0	琳达？她最近确实有点奇怪	1651	-1	0	你去问问她吧！	1651	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
328	75+任务4交	0	0	0		0	要买什么东西么？	1653	-1	0	别装了，你和魔王什么关系？你是不是黑暗教会的人？！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
329	75+任务5接	0	0	0		0	<C=48>好吧，就算你和黑暗教会无关，那你最近是不是在找什么东西？	0	-1	0	你怎么知道？我最近确实丢了一块手帕…	1653	-1	0	<C=49>手帕？是很重要的东西么？	0	-1	0	前几天我捡到一块用金丝做的手帕，一直想找到机会还给手帕的主人——格尼薇儿	1653	-1	0	什么？！你说格尼薇儿？你怎么知道是格尼薇儿的手帕？！	0	-1	0	手帕的背面绣着这个名字啊，我想这一定是手帕主人的名字…那是一个很漂亮的手帕呢，可惜我怎么也找不到了	1653	-1	0	你在哪里捡到的？	0	-1	0	在水天之城…	1653	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
330	75+任务5交	0	0	0		0	这里空气清新、风景优美，没想到我的洗肺之旅还能碰到老朋友~<PL=N>	1650	-1	0	我来这里是因为得到了格尼薇儿的信息，可是所有的线索都断了…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
331	75+任务6接	0	0	0		0	你说的没错，我只是担心格尼薇儿会被转移出泽州	0	-1	0	我有种预感，如果这次找不到她，就会永远地失去她的消息…	0	-1	0	阿尔芭现在不在附近，我联系不到她…难道只能回去找欧若拉施展大预言术吗？时间这么紧迫，万一格尼薇儿被转移走…	0	-1	0	（沉思了一会）我来	1650	-1	0	以我之心灵，唤醒无尽时空之界；以我之预言，开启未来因果之钥！	1650	-1	0	我看到了！在一个黑暗之地，而格尼薇儿却始终只有一个模糊的影子…	1650	-1	0	黑暗之地…那是哪里？我去问问玛丽吧！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
332	75+任务6交	0	0	0		0	我要找的人就藏匿在黑暗之地，玛丽，泽州有什么地方是常年笼罩在黑暗之中的吗？	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
333	75+任务7接	0	0	0		0	黑暗？唔，夜海之忆曾经是暗夜巨龙葬骨之地，即便是白天，那个地方都是一片昏暗	1652	-1	0	就让我来驱散那片阴霾吧！	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
334	75+任务7交	0	0	0		0	啊！阿米尔，伊苏怎么了？看上去很不好…	0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
335	75+任务8接	0	0	0		0	伊苏怎么了！	0	-1	0	我也不知道…虽然他说自己没问题，但是他的脸色白得像纸一样	1649	-1	0	可无论我怎么问他都不说原因。<PL=N>，你知道伊苏之前发生了什么事么？	1649	-1	0	刚才？难道是施展大预言术的原因？	0	-1	0	大预言术！那可是只有获得女神神沐的人才能自如施展！以伊苏的体质，如果连续强行施展，反噬之力是会害死他的！	1649	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1	0		0	-1
